object_name,bibcode,year,title
NGC 1291:[LET2019] 074,2019ApJS..243....3L,2019,
NGC 1291:[LET2019] 074,2016ApJS..224...40W,2016,CHANDRA ACIS Survey of X-Ray Point Sources: The Source Catalog
NGC 1291:[LET2019] 074,2012ApJ...749..130L,2012,Probing the X-Ray Binary Populations of the Ring Galaxy NGC 1291
NGC 1291:[LET2019] 074,2011ApJS..192...10L,2011,Chandra ACIS Survey of X-ray Point Sources in 383 Nearby Galaxies. I. The Source Catalog
NGC 1291:[LET2019] 074,2006ApJS..163..424K,2006,"Erratum: ""A Chandra Survey of Nearby Spiral Galaxies. I. Point Source Catalogs"" (ApJS, 159, 214 [2005])"
NGC 1291:[LET2019] 074,2005ApJS..159..214K,2005,A Chandra Survey of Nearby Spiral Galaxies. I. Point Source Catalogs
NGC 1291:[LET2019] 074,2004ApJ...602..231C,2004,Old and Young X-Ray Point Source Populations in Nearby Galaxies
NGC 1291:[LET2019] 074,2002ApJ...570..152I,2002,Untangling the X-Ray Emission from the Sa Galaxy NGC 1291 with Chandra
NGC 1300:[H69] 21,1969ApJS...18...73H,1969,H II regions in 20 nearby galaxies
NGC 1313:[S68a] 15,1968ZA.....69..242S,1968,The HII Regions in NGC 1313
NGC 2366:[HK83] 043,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 2366:[HK83] 013,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 2366:[HK83] 042,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 2366:[HK83] 050,1996ApJ...460..284R,1996,THE O/H DISTRIBUTION IN THE LOW-MASS GALAXIES NGC 2366 AND NGC 4395
NGC 2366:[HK83] 050,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 2366:[HK83] 051,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 2366:[HK83] 091,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 2366:[HK83] 112,1996ApJ...460..284R,1996,THE O/H DISTRIBUTION IN THE LOW-MASS GALAXIES NGC 2366 AND NGC 4395
NGC 2366:[HK83] 112,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 2366:[ST74a] V1,1996GCVS4.5...0000A,1996,"General Catalogue of Variable Stars, Vol. V.: Extragalactic Variable Stars"
NGC 2366:[ST74a] V1,1974ApJ...191..603S,1974,Steps towards the Hubble constant. II. The brightest stars in late-type spiral galaxies
NGC 2403:[HK83] 332,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 2403:[HK83] 150,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 2403:[BBF84] F16,2022MNRAS.512..802F,2022,
NGC 2403:[BBF84] F16,2007ApJ...664..820D,2007,The Disk and Extraplanar Regions of NGC 2403
NGC 2403:[BBF84] F16,1984A&A...130..162B,1984,Globular cluster candidates in the spiral galaxy NGC 2403
NGC 2403:[HK83] 355,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 2403:[HK83] 409,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 2403:[HK83] 526,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 2403:[HK83] 445,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 2403:[LMD2020] Enuc. 05D,2020ApJS..248...25L,2020,
NGC 2403:[SPC90] 037,1990A&A...237...23S,1990,Optical H II regions in NGC 2403
NGC 2403:[SPC90] 056,1990A&A...237...23S,1990,Optical H II regions in NGC 2403
NGC 2403:[SPC90] 240,1990A&A...237...23S,1990,Optical H II regions in NGC 2403
NGC 2403:[SPC90] 325,1990A&A...237...23S,1990,Optical H II regions in NGC 2403
NGC 2623S:[MCW2015] 012,2015ApJ...805...99M,2015,Ages of Star Clusters in the Tidal Tails of Merging Galaxies
NGC 2623N:[MCW2015] 063,2015ApJ...805...99M,2015,Ages of Star Clusters in the Tidal Tails of Merging Galaxies
NGC 2403:[SPC90] 335,1990A&A...237...23S,1990,Optical H II regions in NGC 2403
NGC 3031:[HK83] 023,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[DSS2009] 02,2009ApJ...693.1821D,2009,The Spitzer Infrared Nearby Galaxies Survey: A High-Resolution Spectroscopy Anthology
NGC 3031:[HK83] 027,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[HK83] 085,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[HK83] 141,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[HK83] 183,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[HK83] 234,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[HK83] 265,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[HK83] 283,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[HK83] 294,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[HK83] 301,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[HK83] 327,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[HK83] 308,1995AJ....109.1055P,1995,THE GLOBULAR CLUSTER SYSTEM OF M81
NGC 3031:[HK83] 308,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[HK83] 377,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[HK83] 342,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[HK83] 340,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[HK83] 331,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 2366:[HK83] 032,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[HK83] 393,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[HK83] 379,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[HK83] 436,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[HK83] 465,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[HK83] 497,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[HK83] 522,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[HK83] 524,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[HK83] 503,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[HK83] 517,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[HK83] 759,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[HK83] 610,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[HK83] 769,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[HK83] 787,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 3031:[MKH2012] CLU022,2012ApJ...757...52M,2012,Characterizing Ultraviolet and Infrared Observational Properties for Galaxies. I. Influences of Dust Attenuation and Stellar Population Age
NGC 3031:[MKH2012] CLU120,2012ApJ...757...52M,2012,Characterizing Ultraviolet and Infrared Observational Properties for Galaxies. I. Influences of Dust Attenuation and Stellar Population Age
NGC 3031:[MKH2012] CLU205,2012ApJ...757...52M,2012,Characterizing Ultraviolet and Infrared Observational Properties for Galaxies. I. Influences of Dust Attenuation and Stellar Population Age
NGC 3256E:[MCW2015] 009,2015ApJ...805...99M,2015,Ages of Star Clusters in the Tidal Tails of Merging Galaxies
NGC 3256E:[MCW2015] 008,2015ApJ...805...99M,2015,Ages of Star Clusters in the Tidal Tails of Merging Galaxies
NGC 3256E:[MCW2015] 047,2015ApJ...805...99M,2015,Ages of Star Clusters in the Tidal Tails of Merging Galaxies
NGC 3256E:[MCW2015] 141,2015ApJ...805...99M,2015,Ages of Star Clusters in the Tidal Tails of Merging Galaxies
NGC 3256E:[MCW2015] 101,2015ApJ...805...99M,2015,Ages of Star Clusters in the Tidal Tails of Merging Galaxies
NGC 4038:[HK83] 05,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 4038:[HK83] 14,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
NGC 4244:[IDD2022] C_C 29,2022MNRAS.512.5755I,2022,
NGC 4449:[DBT2008] 0021,2008AJ....135..823D,2008,The Initial Cluster Mass Function of Super Star Clusters in Irregular and Spiral Galaxies
NGC 4449:[CM69] 03,1969A&A.....1..449C,1969,Kinematic Study of Ionized Hydrogen in NGC 4449
NGC 4449:[DBT2008] 0247,2008AJ....135..823D,2008,The Initial Cluster Mass Function of Super Star Clusters in Irregular and Spiral Galaxies
NGC 4449:[DBT2008] 0106,2008AJ....135..823D,2008,The Initial Cluster Mass Function of Super Star Clusters in Irregular and Spiral Galaxies
NMBS AEGIS 08018,2011ApJ...735...86W,2011,"The NEWFIRM Medium-band Survey: Photometric Catalogs, Redshifts, and the Bimodal Color Distribution of Galaxies out to z ~ 3"
NMBS AEGIS 14751,2011ApJ...735...86W,2011,"The NEWFIRM Medium-band Survey: Photometric Catalogs, Redshifts, and the Bimodal Color Distribution of Galaxies out to z ~ 3"
NMBS AEGIS 15008,2011ApJ...735...86W,2011,"The NEWFIRM Medium-band Survey: Photometric Catalogs, Redshifts, and the Bimodal Color Distribution of Galaxies out to z ~ 3"
NMBS AEGIS 15912 ID,2025ApJ...979...41B,2025,
NMBS AEGIS 15912 ID,2011ApJ...735...86W,2011,"The NEWFIRM Medium-band Survey: Photometric Catalogs, Redshifts, and the Bimodal Color Distribution of Galaxies out to z ~ 3"
NMBS AEGIS 15547,2011ApJ...735...86W,2011,"The NEWFIRM Medium-band Survey: Photometric Catalogs, Redshifts, and the Bimodal Color Distribution of Galaxies out to z ~ 3"
NMBS AEGIS 15642,2011ApJ...735...86W,2011,"The NEWFIRM Medium-band Survey: Photometric Catalogs, Redshifts, and the Bimodal Color Distribution of Galaxies out to z ~ 3"
NMBS AEGIS 32076,2011ApJ...735...86W,2011,"The NEWFIRM Medium-band Survey: Photometric Catalogs, Redshifts, and the Bimodal Color Distribution of Galaxies out to z ~ 3"
NMBS AEGIS 31090,2011ApJ...735...86W,2011,"The NEWFIRM Medium-band Survey: Photometric Catalogs, Redshifts, and the Bimodal Color Distribution of Galaxies out to z ~ 3"
NMBS AEGIS 32250,2011ApJ...735...86W,2011,"The NEWFIRM Medium-band Survey: Photometric Catalogs, Redshifts, and the Bimodal Color Distribution of Galaxies out to z ~ 3"
NMBS AEGIS 33366,2011ApJ...735...86W,2011,"The NEWFIRM Medium-band Survey: Photometric Catalogs, Redshifts, and the Bimodal Color Distribution of Galaxies out to z ~ 3"
NMBS AEGIS 34377,2011ApJ...735...86W,2011,"The NEWFIRM Medium-band Survey: Photometric Catalogs, Redshifts, and the Bimodal Color Distribution of Galaxies out to z ~ 3"
OGLE SMC 108.1.024520,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
OGLE SMC 108.1.024520,2011ApJS..194...22K,2011,The Magellanic Quasars Survey. I. Doubling the Number of Known Active Galactic Nuclei Behind the Small Magellanic Cloud
OGLE SMC 108.1.024520,2011AJ....142..102G,2011,"Surveying the Agents of Galaxy Evolution in the Tidally Stripped, Low Metallicity Small Magellanic Cloud (SAGE-SMC). I. Overview"
OGLE SMC 108.1.024520,2009ApJ...701..508K,2009,Discovery of 5000 Active Galactic Nuclei Behind the Magellanic Clouds
OGLE SMC 103.5.010338,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
OGLE SMC 103.5.010338,2011ApJS..194...22K,2011,The Magellanic Quasars Survey. I. Doubling the Number of Known Active Galactic Nuclei Behind the Small Magellanic Cloud
OGLE SMC 103.5.010338,2011AJ....142..102G,2011,"Surveying the Agents of Galaxy Evolution in the Tidally Stripped, Low Metallicity Small Magellanic Cloud (SAGE-SMC). I. Overview"
OGLE SMC 103.5.010338,2009ApJ...701..508K,2009,Discovery of 5000 Active Galactic Nuclei Behind the Magellanic Clouds
PCC 3406,2019ApJS..245...10W,2019,
PCC 3309,2019ApJS..245...10W,2019,
PCC 3454,2019ApJS..245...10W,2019,
PCC 3448,2019ApJS..245...10W,2019,
PCC 3637,2019ApJS..245...10W,2019,
PCC 3526,2023ApJ...948...40O,2023,
PCC 3526,2019ApJS..245...10W,2019,
PCC 3774,2019ApJS..245...10W,2019,
PCC 3659,2019ApJS..245...10W,2019,
PCC 3778,2019ApJS..245...10W,2019,
PCC 3789,2019ApJS..245...10W,2019,
PCC 3794,2019ApJS..245...10W,2019,
PCC 3834,2019ApJS..245...10W,2019,
PCC 4144,2019ApJS..245...10W,2019,
PCC 4520,2019ApJS..245...10W,2019,
PCC 4301,2019ApJS..245...10W,2019,
PCC 4222,2019ApJS..245...10W,2019,
PCC 4576,2019ApJS..245...10W,2019,
PCC 4705,2019ApJS..245...10W,2019,
PCC 4692,2019ApJS..245...10W,2019,
PCC 4925,2019ApJS..245...10W,2019,
PGC 003085:[WLQ2016] X2624,2016ApJS..224...40W,2016,CHANDRA ACIS Survey of X-Ray Point Sources: The Source Catalog
PGC 003085:[WLQ2016] X2632,2016ApJS..224...40W,2016,CHANDRA ACIS Survey of X-Ray Point Sources: The Source Catalog
PGC 003085:[WLQ2016] X2632,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
PGC 003085:[WLQ2016] X2632,2011AJ....142..102G,2011,"Surveying the Agents of Galaxy Evolution in the Tidally Stripped, Low Metallicity Small Magellanic Cloud (SAGE-SMC). I. Overview"
PGC1 0048332 GROUP,2017ApJ...843...16K,2017,Galaxy Groups Within 3500 km s^-1^
PGC 054618:[WLQ2016] X0003,2022ApJ...941..104Y,2022,
PGC 054618:[WLQ2016] X0003,2016ApJS..224...40W,2016,CHANDRA ACIS Survey of X-Ray Point Sources: The Source Catalog
PGC 054618:[WLQ2016] X0003,2011MNRAS.416.1844W,2011,2XMM ultraluminous X-ray source candidates in nearby galaxies
PGC 054618:[WLQ2016] X0003,2010ApJS..189...37E,2010,The Chandra Source Catalog
RCS 01020703114,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 01020603035,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 01020704237,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 01020703687,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 01020800116,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 01020901341,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 01020901730,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 01020901728,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 01120802214,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 01120803204,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 01120902075,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 01120902056,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 02120302692,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 02120302709,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 02120302756,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 02120302883,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 02120302919,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 02120302925,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 02120302939,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
New-ANGELS 33011257020102442,2023ApJS..268...36H,2023,
RCS 02120303008,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 02120303118,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 02120303176,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 02120303208,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 02120303222,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 02120303227,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 02120903354,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 03030002547,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 03030002784,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 03030002584,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 03030002823,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 03030003105,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 03030002865,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 03030003039,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 03030003170,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 03030003548,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 03030003353,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 03030003545,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 03030003298,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 03030003643,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 03030102920,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 03030003581,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 03030102824,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 03030103247,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 04140200521,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 04140200573,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 04140200378,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 04140200614,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 04140200779,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 04140200768,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 04140200727,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 04140200865,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 04140300521,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 02120302727,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 04140300548,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 04140300330,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 04140300554,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 06020104275,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 04140300684,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 04140300644,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 06020202345,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
RCS 06020202345,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 06020200690,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
RCS 06020200690,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 06020202566,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
RCS 06020202566,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 06020202780,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
RCS 06020202780,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 06020300748,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 06020302505,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 06020302448,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 06020303391,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 06020303857,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
RCS 06020303857,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 06020304291,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
RCS 06020304291,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 06020701942,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
RCS 06020701942,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 06020601828,2014PrivC.U..L....B,2014,Bulgeless Galaxies at Intermediate Redshifts. Downloaded on 12/5/2014 from http://caaul.oal.ul.pt/bulgeless/Catalogues.html   See 2014ApJ...782...22B
RCS 06020601828,2014ApJ...782...22B,2014,"Bulgeless Galaxies at Intermediate Redshift: Sample Selection, Color Properties, and the Existence of Powerful Active Galactic Nuclei"
RCS 06020601828,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 06020704606,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 06020704722,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
RCS 06020704722,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 06020805569,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
RCS 06020805569,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 06020805517,2014PrivC.U..L....B,2014,Bulgeless Galaxies at Intermediate Redshifts. Downloaded on 12/5/2014 from http://caaul.oal.ul.pt/bulgeless/Catalogues.html   See 2014ApJ...782...22B
RCS 06020805517,2014ApJ...782...22B,2014,"Bulgeless Galaxies at Intermediate Redshift: Sample Selection, Color Properties, and the Existence of Powerful Active Galactic Nuclei"
RCS 06020805517,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
RCS 06020805517,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 06030100520,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
RCS 06030100520,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 06030003411,2011ApJ...735...86W,2011,"The NEWFIRM Medium-band Survey: Photometric Catalogs, Redshifts, and the Bimodal Color Distribution of Galaxies out to z ~ 3"
RCS 06030003411,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
RCS 06030003411,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 06020806360,2014PrivC.U..L....B,2014,Bulgeless Galaxies at Intermediate Redshifts. Downloaded on 12/5/2014 from http://caaul.oal.ul.pt/bulgeless/Catalogues.html   See 2014ApJ...782...22B
RCS 06020806360,2014ApJ...782...22B,2014,"Bulgeless Galaxies at Intermediate Redshift: Sample Selection, Color Properties, and the Existence of Powerful Active Galactic Nuclei"
RCS 06020806360,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
RCS 06020806360,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 06121100537,2011ApJ...735...86W,2011,"The NEWFIRM Medium-band Survey: Photometric Catalogs, Redshifts, and the Bimodal Color Distribution of Galaxies out to z ~ 3"
RCS 06121100537,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
RCS 06121100537,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 06121100767,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 06130404496,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 06130405083,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
RCS 06130405367,2025ApJ...979...41B,2025,
RCS 06130405367,2011ApJ...735...86W,2011,"The NEWFIRM Medium-band Survey: Photometric Catalogs, Redshifts, and the Bimodal Color Distribution of Galaxies out to z ~ 3"
RCS 06130405367,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
RCS 06130405367,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
