object_name,bibcode,year,title
2CXO J004331.1+410833,2023ApJS..268...36H,2023,
2CXO J004331.1+410833,2022ApJ...941..104Y,2022,
2CXO J004243.7+405515,2023ApJS..268...36H,2023,
2CXO J004243.7+405515,2022ApJ...941..104Y,2022,
2CXO J002011.7+591805,2016ApJS..224...40W,2016,CHANDRA ACIS Survey of X-Ray Point Sources: The Source Catalog
2CXO J004259.3+411642,2023ApJS..268...36H,2023,
2CXO J004259.3+411642,2022ApJ...941..104Y,2022,
2CXO J004336.5+410925,2016ApJS..224...40W,2016,CHANDRA ACIS Survey of X-Ray Point Sources: The Source Catalog
2CXO J004336.5+410925,2014ApJ...780...83B,2014,Around 200 New X-Ray Binary IDs from 13 yr of Chandra Observations of the M31 Center
2CXO J031930.1-192357,2022ApJ...941..104Y,2022,
2CXO J031930.1-192357,2016ApJS..224...40W,2016,CHANDRA ACIS Survey of X-Ray Point Sources: The Source Catalog
2CXO J032139.3+165337,2022ApJ...941..104Y,2022,
2CXO J032139.3+165337,2016ApJS..224...40W,2016,CHANDRA ACIS Survey of X-Ray Point Sources: The Source Catalog
2CXO J032139.3+165337,2011A&A...528A.122P,2011,The Swift serendipitous survey in deep XRT GRB fields (SwiftFT). I. The X-ray catalog and number counts
2CXO J032139.3+165337,2010ApJS..189...37E,2010,The Chandra Source Catalog
2CXO J013646.7+154511,2024ApJ...977..189L,2024,
2CXO J013646.7+154511,2022ApJ...941..104Y,2022,
2CXO J013646.7+154511,2019ApJS..243....3L,2019,
2CXO J043931.2-290349,2016ApJS..224...40W,2016,CHANDRA ACIS Survey of X-Ray Point Sources: The Source Catalog
2CXO J071712.0+374202,2022ApJ...941..104Y,2022,
2CXO J071712.0+374202,2016ApJS..224...40W,2016,CHANDRA ACIS Survey of X-Ray Point Sources: The Source Catalog
2CXO J071712.0+374202,2010ApJS..189...37E,2010,The Chandra Source Catalog
2CXO J071712.0+374202,2009MNRAS.392.1509G,2009,The distribution of active galactic nuclei in a large sample of galaxy clusters
2CXO J074458.2+392639,2017ApJ...848...37C,2017,Crowded Field Galaxy Photometry: Precision Colors in the CLASH Clusters
2CXO J071735.9+374812,2022ApJ...941..104Y,2022,
2CXO J071735.9+374812,2016ApJS..224...40W,2016,CHANDRA ACIS Survey of X-Ray Point Sources: The Source Catalog
2CXO J071735.9+374812,2009MNRAS.392.1509G,2009,The distribution of active galactic nuclei in a large sample of galaxy clusters
2CXO J100118.1+555325,2022ApJ...941..104Y,2022,
2CXO J100118.1+555325,2016ApJS..224...40W,2016,CHANDRA ACIS Survey of X-Ray Point Sources: The Source Catalog
2CXO J100118.1+555325,2010ApJS..189...37E,2010,The Chandra Source Catalog
2CXO J104756.4+123120,2024ApJ...977..189L,2024,
2CXO J104756.4+123120,2022ApJ...941..104Y,2022,
2CXO J104756.4+123120,2020ApJS..248...31L,2020,
2CXO J104756.4+123120,2016ApJS..224...40W,2016,CHANDRA ACIS Survey of X-Ray Point Sources: The Source Catalog
2CXO J104756.4+123120,2011ApJS..192...10L,2011,Chandra ACIS Survey of X-ray Point Sources in 383 Nearby Galaxies. I. The Source Catalog
2CXO J104756.4+123120,2010ApJS..189...37E,2010,The Chandra Source Catalog
2CXO J104756.4+123120,2008ApJS..179..142B,2008,Deep Chandra Monitoring Observations of NGC 3379: Catalog of Source Properties
2CXO J112016.1-120740,2016ApJS..224...40W,2016,CHANDRA ACIS Survey of X-Ray Point Sources: The Source Catalog
2CXO J112016.1-120740,2010ApJS..189...37E,2010,The Chandra Source Catalog
2CXO J120136.5-190029,2016ApJS..224...40W,2016,CHANDRA ACIS Survey of X-Ray Point Sources: The Source Catalog
2CXO J120136.5-190029,2011ApJS..192...10L,2011,Chandra ACIS Survey of X-ray Point Sources in 383 Nearby Galaxies. I. The Source Catalog
2CXO J133951.1+004905,2022ApJ...941..104Y,2022,
2CXO J133951.1+004905,2016ApJS..224...40W,2016,CHANDRA ACIS Survey of X-Ray Point Sources: The Source Catalog
2CXO J162517.1+154510,2016ApJS..224...40W,2016,CHANDRA ACIS Survey of X-Ray Point Sources: The Source Catalog
2CXO J162517.1+154510,2009MNRAS.392.1509G,2009,The distribution of active galactic nuclei in a large sample of galaxy clusters
2CXO J180914.3-255421,2022ApJ...941..104Y,2022,
2CXO J180914.3-255421,2016ApJS..224...40W,2016,CHANDRA ACIS Survey of X-Ray Point Sources: The Source Catalog
2CXO J165304.6+022434,2022ApJ...941..104Y,2022,
2CXO J165304.6+022434,2016ApJS..224...40W,2016,CHANDRA ACIS Survey of X-Ray Point Sources: The Source Catalog
2CXO J192045.7+374507,2022ApJ...941..104Y,2022,
2CXO J192045.7+374507,2016ApJS..224...40W,2016,CHANDRA ACIS Survey of X-Ray Point Sources: The Source Catalog
2CXO J192045.7+374507,2013ApJ...770...98V,2013,A Chandra X-Ray Study of the Interacting Binaries in the Old Open Cluster NGC 6791
2CXO J192045.7+374507,2010ApJS..189...37E,2010,The Chandra Source Catalog
2CXO J212922.0-074244,2022ApJ...941..104Y,2022,
2CXO J212922.0-074244,2016ApJS..224...40W,2016,CHANDRA ACIS Survey of X-Ray Point Sources: The Source Catalog
2CXO J212922.0-074244,2009MNRAS.392.1509G,2009,The distribution of active galactic nuclei in a large sample of galaxy clusters
2CXO J231827.5+003532,2022ApJ...941..104Y,2022,
2CXO J231827.5+003532,2016ApJS..224...40W,2016,CHANDRA ACIS Survey of X-Ray Point Sources: The Source Catalog
2MAS6W J01082445-7259055,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
2MAS6W J01082445-7259055,2011AJ....142..102G,2011,"Surveying the Agents of Galaxy Evolution in the Tidally Stripped, Low Metallicity Small Magellanic Cloud (SAGE-SMC). I. Overview"
2MAS6W J00573454-7233147,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
2MAS6W J00573454-7233147,2011AJ....142..102G,2011,"Surveying the Agents of Galaxy Evolution in the Tidally Stripped, Low Metallicity Small Magellanic Cloud (SAGE-SMC). I. Overview"
2MAS6W J00534342-7211409,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
2MAS6W J00534342-7211409,2011AJ....142..102G,2011,"Surveying the Agents of Galaxy Evolution in the Tidally Stripped, Low Metallicity Small Magellanic Cloud (SAGE-SMC). I. Overview"
2MAS6W J01003205-7309462,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
2MAS6W J01003205-7309462,2011AJ....142..102G,2011,"Surveying the Agents of Galaxy Evolution in the Tidally Stripped, Low Metallicity Small Magellanic Cloud (SAGE-SMC). I. Overview"
2MASS J00511333-7307050,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
2MASS J00511333-7307050,2011AJ....142..102G,2011,"Surveying the Agents of Galaxy Evolution in the Tidally Stripped, Low Metallicity Small Magellanic Cloud (SAGE-SMC). I. Overview"
2MASS J01014014-7252115,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
2MASS J01014014-7252115,2011AJ....142..102G,2011,"Surveying the Agents of Galaxy Evolution in the Tidally Stripped, Low Metallicity Small Magellanic Cloud (SAGE-SMC). I. Overview"
2MASS J01014377-7253499,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
2MASS J01014377-7253499,2011AJ....142..102G,2011,"Surveying the Agents of Galaxy Evolution in the Tidally Stripped, Low Metallicity Small Magellanic Cloud (SAGE-SMC). I. Overview"
2MASS J00590476-7209360,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
2MASS J00590476-7209360,2011AJ....142..102G,2011,"Surveying the Agents of Galaxy Evolution in the Tidally Stripped, Low Metallicity Small Magellanic Cloud (SAGE-SMC). I. Overview"
2MASS J01014765-7251302,2012SMC2..C2..0000S,2012,Spectrally-Merged Catalog of the Small Magellanic Cloud - SMC^2
2MASS J01014765-7251302,2011AJ....142..102G,2011,"Surveying the Agents of Galaxy Evolution in the Tidally Stripped, Low Metallicity Small Magellanic Cloud (SAGE-SMC). I. Overview"
2MASS J04585636-6601197,2007AJ....134.1963F,2007,Eclipsing binary stars in the large and small Magellanic clouds from the MACHO project: the sample
2MASS J10195659+0814588,2011MNRAS.410..166L,2011,Galaxy Zoo 1: data release of morphological classifications for nearly 900 000 galaxies
2MASS J12260517+1307224,2003A&A...401..471C,2003,"Optical spectroscopy and the UV luminosity function of galaxies in the Abell 1367, Coma and Virgo clusters"
2MASS J13264115-2727246,2014A&A...572A..87D,2014,Surface photometry of WINGS galaxies with GASPHOT
2MASS J13264115-2727246,2012MNRAS.420..926F,2012,Morphology of galaxies in the WINGS clusters
2MASS J13264115-2727246,2009A&A...497..667V,2009,WINGS: A WIde-field Nearby Galaxy-cluster Survey. II. Deep optical photometry of 77 nearby clusters
2MASS J13264115-2727246,2005A&A...430..751P,2005,A catalog of LEDA galaxies with DENIS measurements
2MASS J13264115-2727246,1996A&AS..116..203S,1996,Structure and kinematics of galaxy clusters. I. The redshift catalogue
2MASS J13264514-2726391,2014A&A...572A..87D,2014,Surface photometry of WINGS galaxies with GASPHOT
2MASS J13264514-2726391,2012MNRAS.420..926F,2012,Morphology of galaxies in the WINGS clusters
2MASS J13264514-2726391,2009A&A...497..667V,2009,WINGS: A WIde-field Nearby Galaxy-cluster Survey. II. Deep optical photometry of 77 nearby clusters
2MASS J17231826-0017134,2022ApJ...941..104Y,2022,
2MASS J17231826-0017134,2016ApJS..224...40W,2016,CHANDRA ACIS Survey of X-Ray Point Sources: The Source Catalog
2MASS J17231826-0017134,2010ApJS..189...37E,2010,The Chandra Source Catalog
2MASS J17410467-5342453,2022ApJ...941..104Y,2022,
2MASS J17410467-5342453,2016ApJS..224...40W,2016,CHANDRA ACIS Survey of X-Ray Point Sources: The Source Catalog
2MASS J17410467-5342453,2010ApJS..189...37E,2010,The Chandra Source Catalog
2MASS J20341229+4108168,2022ApJ...941..104Y,2022,
2SXPS J120154.7-185337,2022MNRAS.509.1587W,2022,
2SXPS J162056.5-602940,2022MNRAS.509.1587W,2022,
6C B122544.7+442234,1988MNRAS.234..919H,1988,"The 6C survey of radio sources - II. The zone 30^deg^,{delta} &lt;51^deg^, 08^h^ 30^m^ &lt;{alpha}&lt; 17^h^ 30^m^"
A3COSMOS 1258258,2019ApJS..244...40L,2019,
ABELL 0851:[JCH2018] 1668,2018ApJS..235...29J,2018,"The Gemini/HST Galaxy Cluster Project: Redshift 0.2--1.0 Cluster Sample, X-Ray Data, and Optical Photometry Catalog"
ABELL 0851:[JCH2018] 1942,2018ApJS..235...29J,2018,"The Gemini/HST Galaxy Cluster Project: Redshift 0.2--1.0 Cluster Sample, X-Ray Data, and Optical Photometry Catalog"
ABELL 0851:[JCH2018] 1748,2018ApJS..235...29J,2018,"The Gemini/HST Galaxy Cluster Project: Redshift 0.2--1.0 Cluster Sample, X-Ray Data, and Optical Photometry Catalog"
ABELL 0851:[JCH2018] 1958,2018ApJS..235...29J,2018,"The Gemini/HST Galaxy Cluster Project: Redshift 0.2--1.0 Cluster Sample, X-Ray Data, and Optical Photometry Catalog"
ABELL 0851:[JCH2018] 2009,2018ApJS..235...29J,2018,"The Gemini/HST Galaxy Cluster Project: Redshift 0.2--1.0 Cluster Sample, X-Ray Data, and Optical Photometry Catalog"
ABELL 0851:[JCH2018] 2312,2018ApJS..235...29J,2018,"The Gemini/HST Galaxy Cluster Project: Redshift 0.2--1.0 Cluster Sample, X-Ray Data, and Optical Photometry Catalog"
ABELL 0851:[JCH2018] 2153,2018ApJS..235...29J,2018,"The Gemini/HST Galaxy Cluster Project: Redshift 0.2--1.0 Cluster Sample, X-Ray Data, and Optical Photometry Catalog"
ABELL 0851:[JCH2018] 2278,2018ApJS..235...29J,2018,"The Gemini/HST Galaxy Cluster Project: Redshift 0.2--1.0 Cluster Sample, X-Ray Data, and Optical Photometry Catalog"
ABELL 0851:[JCH2018] 2407,2018ApJS..235...29J,2018,"The Gemini/HST Galaxy Cluster Project: Redshift 0.2--1.0 Cluster Sample, X-Ray Data, and Optical Photometry Catalog"
ABELL 0851:[JCH2018] 2560,2018ApJS..235...29J,2018,"The Gemini/HST Galaxy Cluster Project: Redshift 0.2--1.0 Cluster Sample, X-Ray Data, and Optical Photometry Catalog"
ABELL 0851:[JCH2018] 3719,2018ApJS..235...29J,2018,"The Gemini/HST Galaxy Cluster Project: Redshift 0.2--1.0 Cluster Sample, X-Ray Data, and Optical Photometry Catalog"
ABELL 0851:[JCH2018] 3953,2018ApJS..235...29J,2018,"The Gemini/HST Galaxy Cluster Project: Redshift 0.2--1.0 Cluster Sample, X-Ray Data, and Optical Photometry Catalog"
ABELL 0851:[JCH2018] 3908,2018ApJS..235...29J,2018,"The Gemini/HST Galaxy Cluster Project: Redshift 0.2--1.0 Cluster Sample, X-Ray Data, and Optical Photometry Catalog"
ABELL 0851:[SED95] 122,2018ApJS..235...29J,2018,"The Gemini/HST Galaxy Cluster Project: Redshift 0.2--1.0 Cluster Sample, X-Ray Data, and Optical Photometry Catalog"
ABELL 0851:[SED95] 122,1995ApJ...450..512S,1995,EVOLUTION OF INFRARED-SELECTED GALAXIES IN z ~ 0.4 CLUSTERS
ABELL 0851:[JCH2018] 3955,2018ApJS..235...29J,2018,"The Gemini/HST Galaxy Cluster Project: Redshift 0.2--1.0 Cluster Sample, X-Ray Data, and Optical Photometry Catalog"
ABELL 2218:[LPS92] 426,1992A&AS...95...87L,1992,Photometric and spectroscopic survey of the cluster of galaxies Abell 2218
ABELL 2218:[LPS92] 526,1992A&AS...95...87L,1992,Photometric and spectroscopic survey of the cluster of galaxies Abell 2218
ABELL 3526:[CM2007] 1927,2007ApJS..170...95C,2007,The Luminosity Function of Nearby Galaxy Clusters. I. A Catalog of Galaxies Within the Central 0.83 Square Degrees of the Centaurus Cluster
ABELL 2218:[LPS92] 336,1992A&AS...95...87L,1992,Photometric and spectroscopic survey of the cluster of galaxies Abell 2218
ABELL 2218:[LPS92] 375,1992A&AS...95...87L,1992,Photometric and spectroscopic survey of the cluster of galaxies Abell 2218
ABELL 3558:[MGP94] 1702,1994MNRAS.267..431M,1994,Multicolour photometry of the Shapley 8 cluster of galaxies
ACS-GC 13101271,2014PrivC.U..L....B,2014,Bulgeless Galaxies at Intermediate Redshifts. Downloaded on 12/5/2014 from http://caaul.oal.ul.pt/bulgeless/Catalogues.html   See 2014ApJ...782...22B
ACS-GC 13101271,2014ApJ...782...22B,2014,"Bulgeless Galaxies at Intermediate Redshift: Sample Selection, Color Properties, and the Existence of Powerful Active Galactic Nuclei"
ACS-GC 13041357,2014PrivC.U..L....B,2014,Bulgeless Galaxies at Intermediate Redshifts. Downloaded on 12/5/2014 from http://caaul.oal.ul.pt/bulgeless/Catalogues.html   See 2014ApJ...782...22B
ACS-GC 13041357,2014ApJ...782...22B,2014,"Bulgeless Galaxies at Intermediate Redshift: Sample Selection, Color Properties, and the Existence of Powerful Active Galactic Nuclei"
ACS-GC 13011484,2014PrivC.U..L....B,2014,Bulgeless Galaxies at Intermediate Redshifts. Downloaded on 12/5/2014 from http://caaul.oal.ul.pt/bulgeless/Catalogues.html   See 2014ApJ...782...22B
ACS-GC 13011484,2014ApJ...782...22B,2014,"Bulgeless Galaxies at Intermediate Redshift: Sample Selection, Color Properties, and the Existence of Powerful Active Galactic Nuclei"
ACS-GC 13011484,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
ACS-GC 12020326,2014PrivC.U..L....B,2014,Bulgeless Galaxies at Intermediate Redshifts. Downloaded on 12/5/2014 from http://caaul.oal.ul.pt/bulgeless/Catalogues.html   See 2014ApJ...782...22B
ACS-GC 12020326,2014ApJ...782...22B,2014,"Bulgeless Galaxies at Intermediate Redshift: Sample Selection, Color Properties, and the Existence of Powerful Active Galactic Nuclei"
ACS-GC 12020326,2011ApJ...735...86W,2011,"The NEWFIRM Medium-band Survey: Photometric Catalogs, Redshifts, and the Bimodal Color Distribution of Galaxies out to z ~ 3"
ACS-GC 12020326,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
ACS-GC 20074189,2014PrivC.U..L....B,2014,Bulgeless Galaxies at Intermediate Redshifts. Downloaded on 12/5/2014 from http://caaul.oal.ul.pt/bulgeless/Catalogues.html   See 2014ApJ...782...22B
ACS-GC 20074189,2014ApJ...782...22B,2014,"Bulgeless Galaxies at Intermediate Redshift: Sample Selection, Color Properties, and the Existence of Powerful Active Galactic Nuclei"
AEGISXD J141820.75+523240.3,2015ApJS..220...10N,2015,AEGIS-X: Deep Chandra Imaging of the Central Groth Strip
AEGISXD J141820.75+523240.3,2014MNRAS.443.1999B,2014,Compton thick active galactic nuclei in Chandra surveys
AEGISXD J141820.75+523240.3,2011ApJ...735...86W,2011,"The NEWFIRM Medium-band Survey: Photometric Catalogs, Redshifts, and the Bimodal Color Distribution of Galaxies out to z ~ 3"
AEGISXD J141820.75+523240.3,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
ACS-GC 20112815,2014PrivC.U..L....B,2014,Bulgeless Galaxies at Intermediate Redshifts. Downloaded on 12/5/2014 from http://caaul.oal.ul.pt/bulgeless/Catalogues.html   See 2014ApJ...782...22B
ACS-GC 20112815,2014ApJ...782...22B,2014,"Bulgeless Galaxies at Intermediate Redshift: Sample Selection, Color Properties, and the Existence of Powerful Active Galactic Nuclei"
AEGISXD J141833.49+523622.3,2015ApJS..220...10N,2015,AEGIS-X: Deep Chandra Imaging of the Central Groth Strip
AEGISXD J141833.49+523622.3,2014MNRAS.443.1999B,2014,Compton thick active galactic nuclei in Chandra surveys
AEGIS:[SWM2014] 34196,2023ApJ...945..155M,2023,
AEGISXD J142000.86+530125.0,2015ApJS..220...10N,2015,AEGIS-X: Deep Chandra Imaging of the Central Groth Strip
AEGISXD J142000.86+530125.0,2014MNRAS.443.1999B,2014,Compton thick active galactic nuclei in Chandra surveys
AEGISXD J142000.86+530125.0,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
ARP 244:[BCE2005] 220,2005ApJ...635..280B,2005,Deep Near-Infrared Imaging and Photometry of the Antennae Galaxies with WIRC
ARP 244:[BCE2005] 025,2005ApJ...635..280B,2005,Deep Near-Infrared Imaging and Photometry of the Antennae Galaxies with WIRC
ARP 244:[WS95] 002,1995AJ....109..960W,1995,"HUBBLE SPACE TELESCOPE OBSERVATIONS OF YOUNG STAR CLUSTERS IN NGC 4038/ 4039, ""THE ANTENNAE GALAXIES"
ARP 244:[WS95] 031,1995AJ....109..960W,1995,"HUBBLE SPACE TELESCOPE OBSERVATIONS OF YOUNG STAR CLUSTERS IN NGC 4038/ 4039, ""THE ANTENNAE GALAXIES"
ARP 244:[WS95] 574,1995AJ....109..960W,1995,"HUBBLE SPACE TELESCOPE OBSERVATIONS OF YOUNG STAR CLUSTERS IN NGC 4038/ 4039, ""THE ANTENNAE GALAXIES"
ARP 244:[WS95] 675,1995AJ....109..960W,1995,"HUBBLE SPACE TELESCOPE OBSERVATIONS OF YOUNG STAR CLUSTERS IN NGC 4038/ 4039, ""THE ANTENNAE GALAXIES"
ARP 299:[RVR2019] 0094,2019MNRAS.482.2530R,2019,Young massive clusters in the interacting LIRG Arp 299: evidence for the dependence of star cluster formation and evolution on environment
Antennae Galaxy:[LME2024] 028,2024ApJ...977..189L,2024,
B3 0316+413C,1985A&AS...59..255F,1985,A new Bologna sky survey at 408 MHz
CANDELS J141820.27+524324.9,2024ApJ...960...53V,2024,
CANDELS J141820.27+524324.9,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J141821.17+524354.8,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J141826.54+524226.6,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J141835.48+524618.3,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J141835.48+524618.3,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
CANDELS J141835.94+524221.9,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J141828.96+524523.4,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J141838.18+524324.5,2025ApJ...979...41B,2025,
CANDELS J141838.18+524324.5,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J141838.18+524324.5,2015ApJS..218...33A,2015,"S-CANDELS: The Spitzer-Cosmic Assembly Near-Infrared Deep Extragalactic Survey. Survey Design, Photometry, and Deep IRAC Source Counts"
CANDELS J141838.18+524324.5,2011ApJ...735...86W,2011,"The NEWFIRM Medium-band Survey: Photometric Catalogs, Redshifts, and the Bimodal Color Distribution of Galaxies out to z ~ 3"
CANDELS J141838.18+524324.5,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
CANDELS J141845.85+524138.6,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J141851.28+524214.2,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J141847.69+524825.7,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J141847.69+524825.7,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
CANDELS J141901.14+525059.1,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J141901.14+525059.1,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
CANDELS J141900.71+524107.4,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J141910.95+524246.6,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J141910.95+524246.6,2015ApJS..218...33A,2015,"S-CANDELS: The Spitzer-Cosmic Assembly Near-Infrared Deep Extragalactic Survey. Survey Design, Photometry, and Deep IRAC Source Counts"
CANDELS J141918.16+525348.0,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J141932.71+524644.4,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J141932.26+525614.4,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J141920.25+524502.5,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J141920.25+524502.5,2015ApJS..218...33A,2015,"S-CANDELS: The Spitzer-Cosmic Assembly Near-Infrared Deep Extragalactic Survey. Survey Design, Photometry, and Deep IRAC Source Counts"
CANDELS J141936.52+525700.8,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J141940.58+525116.9,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J141941.36+525707.0,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J141947.41+524853.5,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J141941.41+524802.8,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J141956.71+525844.1,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J141949.34+524912.3,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J142001.10+525339.1,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J142003.60+530126.7,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J141959.79+530036.3,2024ApJ...960...53V,2024,
CANDELS J141959.79+530036.3,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J142011.51+525553.2,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J142011.51+525553.2,2015ApJS..218...33A,2015,"S-CANDELS: The Spitzer-Cosmic Assembly Near-Infrared Deep Extragalactic Survey. Survey Design, Photometry, and Deep IRAC Source Counts"
CANDELS J142011.51+525553.2,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
CANDELS J141959.45+525103.9,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J141959.45+525103.9,2015ApJS..218...33A,2015,"S-CANDELS: The Spitzer-Cosmic Assembly Near-Infrared Deep Extragalactic Survey. Survey Design, Photometry, and Deep IRAC Source Counts"
CANDELS J141959.45+525103.9,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
CANDELS J142011.97+525301.9,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J142012.02+530257.1,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J142012.95+530258.7,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J142014.47+530306.6,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J142015.52+525343.7,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J142017.02+530336.1,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J142022.66+530439.9,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J142029.97+525607.7,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J142044.39+525826.8,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
CANDELS J142027.01+525611.4,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
