filename,object_name,bibcode,year,title
4000705405701,MESSIER 081:[NHM2010] 1836,2010AJ....139.1413N,2010,Star Cluster Candidates in M81
4000705483627,NGC 3031:[HK83] 141,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
4000705484880,MESSIER 081:[NHM2010] 1702,2010AJ....139.1413N,2010,Star Cluster Candidates in M81
4000705489492,SSTSL2 J095626.46+690736.1,2010AJ....139.1413N,2010,Star Cluster Candidates in M81
4000705507010,MESSIER 081:[NHM2010] 1639,2010AJ....139.1413N,2010,Star Cluster Candidates in M81
4000705513103,NGC 3031:[HK83] 023,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
4000705539430,COSMOS2015 0876658,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
4000705539430,COSMOS2015 0876658,2009ApJ...701..787P,2009,The Evolution of Early- and Late-type Galaxies in the Cosmic Evolution Survey up to z ~ 1.2
4000705539430,COSMOS2015 0876658,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
4000705539430,COSMOS2015 0876658,2017ApJ...837...16D,2017,Cosmic Web of Galaxies in the COSMOS Field: Public Catalog and Different Quenching for Centrals and Satellites
4000705539453,COSMOS 2832088,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
4000705539453,COSMOS 2832088,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
4000705539502,COSMOS 2832149,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
4000705539502,COSMOS 2832149,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
4000705611360,MESSIER 081:[NHM2010] 2098,2010AJ....139.1413N,2010,Star Cluster Candidates in M81
4000705617794,SSTSL2 J095623.56+690354.0,1995AJ....109.1055P,1995,THE GLOBULAR CLUSTER SYSTEM OF M81
4000705617794,SSTSL2 J095623.56+690354.0,2010AJ....139.1413N,2010,Star Cluster Candidates in M81
4000705622818,MESSIER 081:[NHM2010] 2062,2010AJ....139.1413N,2010,Star Cluster Candidates in M81
4000705650514,MESSIER 081:[NHM2010] 2159,2010AJ....139.1413N,2010,Star Cluster Candidates in M81
4000705674294,WISEA J095636.23+690553.0,1995AJ....109.1055P,1995,THE GLOBULAR CLUSTER SYSTEM OF M81
4000705674294,WISEA J095636.23+690553.0,2009ApJS..180...67R,2009,"Efficient Photometric Selection of Quasars from the Sloan Digital Sky Survey. II. ~1,000,000 Quasars from Data Release 6"
4000705702335,NGC 3031:[HK83] 027,1983AJ.....88..296H,1983,An Atlas of H II regions in 125 galaxies
4000707205547,[OMS2023] 4000867164196,2023ApJ...948...40O,2023,
4000707207583,[OMS2023] 4000849495342,2023ApJ...948...40O,2023,
4000707906521,[OMS2023] 4001074365806,2023ApJ...948...40O,2023,
4000707907027,NGC 2623S:[MCW2015] 012,2015ApJ...805...99M,2015,Ages of Star Clusters in the Tidal Tails of Merging Galaxies
4000707907922,NGC 2623N:[MCW2015] 063,2015ApJ...805...99M,2015,Ages of Star Clusters in the Tidal Tails of Merging Galaxies
4000707908501,[OMS2023] 4000707908501,2023ApJ...948...40O,2023,
4000708079616,[OMS2023] 4000720703133,2023ApJ...948...40O,2023,
4000708080000,SDSS J121949.96+471903.9,2023ApJ...948...40O,2023,
4000708107510,DEEP2 13035117,2004ApJ...617..765C,2004,"Evolution and Color Dependence of the Galaxy Angular Correlation Function: 350,000 Galaxies in 5 Square Degrees"
4000708107510,DEEP2 13035117,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000708107510,DEEP2 13035117,2007DEEP2.3...0000:,2007,The DEEP2 Redshift Survey Data Release 3 as obtained from http://deep.berkeley.edu/DR3/ on 2009.07.20
4000708107510,DEEP2 13035117,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000708107510,DEEP2 13035117,2012DEEP2.4...0000:,2012,The DEEP2 Redshift Survey Data Release 2 as obtained from http://deep.berkeley.edu/DR4/ on 2013.03.27
4000708107510,DEEP2 13035117,2012ApJ...760..131C,2012,The Dependence of Quenching upon the Inner Structure of Galaxies at 0.5&lt;z&lt; 0.8 in the DEEP2/AEGIS Survey
4000708107510,DEEP2 13035117,2013ApJS..204...21M,2013,Extended Photometry for the DEEP2 Galaxy Redshift Survey: A Testbed for Photometric Redshift Experiments
4000708107510,DEEP2 13035117,2015ApJS..218...33A,2015,"S-CANDELS: The Spitzer-Cosmic Assembly Near-Infrared Deep Extragalactic Survey. Survey Design, Photometry, and Deep IRAC Source Counts"
4000708107903,EGSIRAC J142003.82+530238.9,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000708108078,CANDELS J142012.95+530258.7,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
4000708108081,CANDELS J142012.02+530257.1,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
4000708108170,CANDELS J142014.47+530306.6,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
4000708108228,EGSIRAC J141957.43+530311.2,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000708108268,EGSIRAC J142009.77+530314.1,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000708108466,S-CANDELS J142015.21+530327.2,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000708108466,S-CANDELS J142015.21+530327.2,2015ApJS..218...33A,2015,"S-CANDELS: The Spitzer-Cosmic Assembly Near-Infrared Deep Extragalactic Survey. Survey Design, Photometry, and Deep IRAC Source Counts"
4000708108608,CANDELS J142017.02+530336.1,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
4000708108723,S-CANDELS J142016.05+530344.0,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000708108723,S-CANDELS J142016.05+530344.0,2015ApJS..218...33A,2015,"S-CANDELS: The Spitzer-Cosmic Assembly Near-Infrared Deep Extragalactic Survey. Survey Design, Photometry, and Deep IRAC Source Counts"
4000708108755,EGSIRAC J142011.96+530346.4,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000708108833,EGSIRAC J142014.46+530354.6,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000708108841,EGSIRAC J142003.00+530356.2,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000708108956,CXOGSG J142005.9+530407,2016ApJS..224...40W,2016,CHANDRA ACIS Survey of X-Ray Point Sources: The Source Catalog
4000708109041,DEEP2 13043528,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000708109041,DEEP2 13043528,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000708109041,DEEP2 13043528,2012ApJ...760..131C,2012,The Dependence of Quenching upon the Inner Structure of Galaxies at 0.5&lt;z&lt; 0.8 in the DEEP2/AEGIS Survey
4000708109106,DEEP2 13043183,2012ApJ...760..131C,2012,The Dependence of Quenching upon the Inner Structure of Galaxies at 0.5&lt;z&lt; 0.8 in the DEEP2/AEGIS Survey
4000708109120,DEEP2 13042832,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000708109120,DEEP2 13042832,2012ApJ...760..131C,2012,The Dependence of Quenching upon the Inner Structure of Galaxies at 0.5&lt;z&lt; 0.8 in the DEEP2/AEGIS Survey
4000708109120,DEEP2 13042832,2014PrivC.U..L....B,2014,Bulgeless Galaxies at Intermediate Redshifts. Downloaded on 12/5/2014 from http://caaul.oal.ul.pt/bulgeless/Catalogues.html   See 2014ApJ...782...22B
4000708109120,DEEP2 13042832,2014ApJ...782...22B,2014,"Bulgeless Galaxies at Intermediate Redshift: Sample Selection, Color Properties, and the Existence of Powerful Active Galactic Nuclei"
4000708109148,DEEP2 13042582,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000708109148,DEEP2 13042582,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000708109148,DEEP2 13042582,2012ApJ...760..131C,2012,The Dependence of Quenching upon the Inner Structure of Galaxies at 0.5&lt;z&lt; 0.8 in the DEEP2/AEGIS Survey
4000708109450,EGSIRAC J142010.49+530516.4,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000708109495,EGSIRAC J142014.20+530501.3,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000708462314,[OMS2023] 4001231393225,2023ApJ...948...40O,2023,
4000709435278,2CXO J112016.1-120740,2010ApJS..189...37E,2010,The Chandra Source Catalog
4000709435278,2CXO J112016.1-120740,2016ApJS..224...40W,2016,CHANDRA ACIS Survey of X-Ray Point Sources: The Source Catalog
4000709705134,RCS 03030003643,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000709705173,SDSS J092819.14+364512.0,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000709705220,RCS 03030003581,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000709705259,RCS 03030003545,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000709705266,RCS 03030003548,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000709705350,SDSS J092827.65+364532.5,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000709705379,WISEA J092822.63+364537.5,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000709705379,WISEA J092822.63+364537.5,2023ApJ...948...40O,2023,
4000709705382,WISEA J092817.10+364535.7,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000709705503,RCS 03030003353,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000709705595,RCS 03030003298,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000709705676,SDSS J092826.34+364612.8,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000709705719,RCS 03030103247,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000709705781,RCS 03030003170,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000709705875,RCS 03030003105,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000709705956,RCS 03030003039,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000709706035,WISEA J092826.39+364652.6,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000709706035,WISEA J092826.39+364652.6,2009MNRAS.396..223D,2009,Quasar candidates selection in the Virtual Observatory era
4000709706196,RCS 03030002865,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000709706262,RCS 03030002823,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000709706307,RCS 03030102920,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000709706315,RCS 03030002784,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000709706359,RCS 03030002547,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000709706360,RCS 03030102824,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000709706381,RCS 03030002584,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000709706706,WISEA J092831.21+364802.3,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000711824555,COSMOS 2941298,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
4000711824555,COSMOS 2941298,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
4000711824578,COSMOS 2943818,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
4000711824578,COSMOS 2943818,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
4000712230173,[OMS2023] 4001062715642,2023ApJ...948...40O,2023,
4000712236055,[OMS2023] 4000879970205,2023ApJ...948...40O,2023,
4000712236290,GALEXMSC J004910.82+424522.7,2023ApJ...948...40O,2023,
4000712236648,[OMS2023] 4000972823305,2023ApJ...948...40O,2023,
4000712238260,[OMS2023] 4001060642615,2023ApJ...948...40O,2023,
4000712238285,GALEXMSC J004908.71+424603.1,2023ApJ...948...40O,2023,
4000712238586,[OMS2023] 4000761054250,2023ApJ...948...40O,2023,
4000713310104,[OMS2023] 4000713310111,2023ApJ...948...40O,2023,
4000713310530,[OMS2023] 4001304431185,2023ApJ...948...40O,2023,
4000713310603,[OMS2023] 4000922355126,2023ApJ...948...40O,2023,
4000713310663,SSTSL2 J031809.19-253445.1,2023ApJ...948...40O,2023,
4000713310837,[OMS2023] 4001052028377,2023ApJ...948...40O,2023,
4000713397456,WISEA J084705.54+344847.1,2023ApJ...948...40O,2023,
4000713397490,[OMS2023] 4000713397490,2023ApJ...948...40O,2023,
4000713397943,SDSS J084710.82+345010.7,2009MNRAS.396..223D,2009,Quasar candidates selection in the Virtual Observatory era
4000713397980,[OMS2023] 4000713397985,2023ApJ...948...40O,2023,
4000714611455,WISEA J173904.62+685906.3,2017MNRAS.472.4259D,2017,"AKARI/IRC source catalogues and source counts for the IRAC Dark Field, ELAIS North and the AKARI Deep Field South"
4000714611539,SSTSL2 J173940.91+685923.7,2017MNRAS.472.4259D,2017,"AKARI/IRC source catalogues and source counts for the IRAC Dark Field, ELAIS North and the AKARI Deep Field South"
4000714611796,[OMS2023] 4000714611796,2023ApJ...948...40O,2023,
4000714611972,WISEA J173919.25+690056.4,2017MNRAS.472.4259D,2017,"AKARI/IRC source catalogues and source counts for the IRAC Dark Field, ELAIS North and the AKARI Deep Field South"
4000714611973,SSTSL2 J173917.92+690119.2,2017MNRAS.472.4259D,2017,"AKARI/IRC source catalogues and source counts for the IRAC Dark Field, ELAIS North and the AKARI Deep Field South"
4000715127772,SDSS J121828.76+473016.4,2023ApJ...948...40O,2023,
4000715983925,[JPB2009] J187.689201+12.38141,2009ApJS..180...54J,2009,The ACS Virgo Cluster Survey XVI. Selection Procedure and Catalogs of Globular Cluster Candidates
4000715983925,[JPB2009] J187.689201+12.38141,2009ApJ...703...42P,2009,The Color-Magnitude Relation for Metal-Poor Globular Clusters in M87: Confirmation from Deep HST/ACS Imaging
4000715984325,MESSIER 087:[PJB2009] 0116,2009ApJ...703...42P,2009,The Color-Magnitude Relation for Metal-Poor Globular Clusters in M87: Confirmation from Deep HST/ACS Imaging
4000715985424,MESSIER 087:[PJB2009] 1611,2009ApJ...703...42P,2009,The Color-Magnitude Relation for Metal-Poor Globular Clusters in M87: Confirmation from Deep HST/ACS Imaging
4000715987585,MESSIER 087:[PJB2009] 0446,2009ApJ...703...42P,2009,The Color-Magnitude Relation for Metal-Poor Globular Clusters in M87: Confirmation from Deep HST/ACS Imaging
4000715989449,MESSIER 087:[PJB2009] 2157,2009ApJ...703...42P,2009,The Color-Magnitude Relation for Metal-Poor Globular Clusters in M87: Confirmation from Deep HST/ACS Imaging
4000715990943,SSTSL2 J123045.63+122212.2,2011A&A...525A..19C,2011,An optical/NIR survey of globular clusters in early-type galaxies. I. Introduction and data reduction procedures
4000715991320,SDSS J123043.05+122222.7,2009ApJ...703...42P,2009,The Color-Magnitude Relation for Metal-Poor Globular Clusters in M87: Confirmation from Deep HST/ACS Imaging
4000715991320,SDSS J123043.05+122222.7,2016MNRAS.455..820O,2016,Galaxy structure from multiple tracers - I. A census of M87's globular cluster populations
4000715991449,MESSIER 087:[PJB2009] 0113,2009ApJ...703...42P,2009,The Color-Magnitude Relation for Metal-Poor Globular Clusters in M87: Confirmation from Deep HST/ACS Imaging
4000716376956,[OMS2023] 4000716376956,2023ApJ...948...40O,2023,
4000717038463,DEEP2 13004429,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000717038463,DEEP2 13004429,2011ApJ...735...86W,2011,"The NEWFIRM Medium-band Survey: Photometric Catalogs, Redshifts, and the Bimodal Color Distribution of Galaxies out to z ~ 3"
4000717038463,DEEP2 13004429,2012ApJ...760..131C,2012,The Dependence of Quenching upon the Inner Structure of Galaxies at 0.5&lt;z&lt; 0.8 in the DEEP2/AEGIS Survey
4000717038522,HETDEX J141834.29+524823.2,2023ApJ...948...40O,2023,
4000717038522,HETDEX J141834.29+524823.2,2023ApJ...943..177M,2023,
4000717038571,CANDELS J141847.69+524825.7,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000717038571,CANDELS J141847.69+524825.7,2017ApJS..229...32S,2017,CANDELS Multi-wavelength Catalogs: Source Identification and Photometry in the CANDELS Extended Groth Strip
4000717038897,EGSIRAC J141842.41+524850.7,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000717039721,DEEP2 13004630,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000717039721,DEEP2 13004630,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000717039721,DEEP2 13004630,2012ApJ...760..131C,2012,The Dependence of Quenching upon the Inner Structure of Galaxies at 0.5&lt;z&lt; 0.8 in the DEEP2/AEGIS Survey
4000717039792,RCS 06121100537,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000717039792,RCS 06121100537,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000717039792,RCS 06121100537,2011ApJ...735...86W,2011,"The NEWFIRM Medium-band Survey: Photometric Catalogs, Redshifts, and the Bimodal Color Distribution of Galaxies out to z ~ 3"
4000717039847,DEEP2 13012221,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000717039847,DEEP2 13012221,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000717039847,DEEP2 13012221,2011ApJ...735...86W,2011,"The NEWFIRM Medium-band Survey: Photometric Catalogs, Redshifts, and the Bimodal Color Distribution of Galaxies out to z ~ 3"
4000717039847,DEEP2 13012221,2012ApJ...760..131C,2012,The Dependence of Quenching upon the Inner Structure of Galaxies at 0.5&lt;z&lt; 0.8 in the DEEP2/AEGIS Survey
4000717039847,DEEP2 13012221,2014PrivC.U..L....B,2014,Bulgeless Galaxies at Intermediate Redshifts. Downloaded on 12/5/2014 from http://caaul.oal.ul.pt/bulgeless/Catalogues.html   See 2014ApJ...782...22B
4000717039847,DEEP2 13012221,2014ApJ...782...22B,2014,"Bulgeless Galaxies at Intermediate Redshift: Sample Selection, Color Properties, and the Existence of Powerful Active Galactic Nuclei"
4000717040131,WISEA J141844.90+525031.1,2004ApJ...617..765C,2004,"Evolution and Color Dependence of the Galaxy Angular Correlation Function: 350,000 Galaxies in 5 Square Degrees"
4000717040131,WISEA J141844.90+525031.1,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000717040131,WISEA J141844.90+525031.1,2007DEEP2.3...0000:,2007,The DEEP2 Redshift Survey Data Release 3 as obtained from http://deep.berkeley.edu/DR3/ on 2009.07.20
4000717040131,WISEA J141844.90+525031.1,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000717040131,WISEA J141844.90+525031.1,2011ApJ...735...86W,2011,"The NEWFIRM Medium-band Survey: Photometric Catalogs, Redshifts, and the Bimodal Color Distribution of Galaxies out to z ~ 3"
4000717040131,WISEA J141844.90+525031.1,2012DEEP2.4...0000:,2012,The DEEP2 Redshift Survey Data Release 2 as obtained from http://deep.berkeley.edu/DR4/ on 2013.03.27
4000717040131,WISEA J141844.90+525031.1,2013ApJS..204...21M,2013,Extended Photometry for the DEEP2 Galaxy Redshift Survey: A Testbed for Photometric Redshift Experiments
4000717040175,EGSIRAC J141849.03+525048.7,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000717040247,DEEP2 13011996,2004ApJ...617..765C,2004,"Evolution and Color Dependence of the Galaxy Angular Correlation Function: 350,000 Galaxies in 5 Square Degrees"
4000717040247,DEEP2 13011996,2005ApJS..158..161H,2005,A Photometric Redshift Galaxy Catalog from the Red-Sequence Cluster Survey
4000717040247,DEEP2 13011996,2007DEEP2.3...0000:,2007,The DEEP2 Redshift Survey Data Release 3 as obtained from http://deep.berkeley.edu/DR3/ on 2009.07.20
4000717040247,DEEP2 13011996,2008ApJS..177..431B,2008,A Catalog of Mid-Infrared Sources in the Extended Groth Strip
4000717040247,DEEP2 13011996,2012DEEP2.4...0000:,2012,The DEEP2 Redshift Survey Data Release 2 as obtained from http://deep.berkeley.edu/DR4/ on 2013.03.27
4000717040247,DEEP2 13011996,2013ApJS..204...21M,2013,Extended Photometry for the DEEP2 Galaxy Redshift Survey: A Testbed for Photometric Redshift Experiments
4000717405244,[OMS2023] 4001160438666,2023ApJ...948...40O,2023,
4000717408041,[OMS2023] 4001100140819,2023ApJ...948...40O,2023,
4000717415569,2MASS J17410467-5342453,2010ApJS..189...37E,2010,The Chandra Source Catalog
4000717415569,2MASS J17410467-5342453,2016ApJS..224...40W,2016,CHANDRA ACIS Survey of X-Ray Point Sources: The Source Catalog
4000717415569,2MASS J17410467-5342453,2022ApJ...941..104Y,2022,
4000717569505,SSTSL2 J004210.22+405707.2,1978A&AS...31..439P,1978,A survey of HII regions in M 31
4000719961458,COSMOS 1135901,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
4000719961458,COSMOS 1135901,2014PrivC.U..L....B,2014,Bulgeless Galaxies at Intermediate Redshifts. Downloaded on 12/5/2014 from http://caaul.oal.ul.pt/bulgeless/Catalogues.html   See 2014ApJ...782...22B
4000719961458,COSMOS 1135901,2014ApJ...782...22B,2014,"Bulgeless Galaxies at Intermediate Redshift: Sample Selection, Color Properties, and the Existence of Powerful Active Galactic Nuclei"
4000719961458,COSMOS 1135901,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
4000720394700,COSMOS 0609554,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
4000720394700,COSMOS 0609554,2008ApJS..176...19F,2008,First Catalog of Strong Lens Candidates in the COSMOS Field
4000720394700,COSMOS 0609554,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
4000720394700,COSMOS 0609554,2017ApJ...837...16D,2017,Cosmic Web of Galaxies in the COSMOS Field: Public Catalog and Different Quenching for Centrals and Satellites
4000720395164,COSMOS 0603595,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
4000720395164,COSMOS 0603595,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
4000720395187,COSMOS 0603603,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
4000720395187,COSMOS 0603603,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
4000720424817,WISEA J232053.61-691221.1,2023ApJ...948...40O,2023,
4000720695235,COSMOS 2613754,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
4000720695235,COSMOS 2613754,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
4000720695293,COSMOS 2613479,2008PrivC.C.......C,2008,"COSMOS Data referenced in 2007ApJS..172...99C sent to NED by Peter Capak, 2008-0 3-20"
4000720695293,COSMOS 2613479,2015MNRAS.447.1014D,2015,Galaxy And Mass Assembly (GAMA): curation and reanalysis of 16.6k redshifts in the G10/COSMOS region
4000721516132,SSTSL2 J125927.40+275802.3,2006A&A...451.1159A,2006,Deep and wide field imaging of the Coma cluster: the data
4000721516559,COMAi J125930.064+275815.27,2010ApJS..191..143H,2010,The HST/ACS Coma Cluster Survey. II. Data Description and Source Catalogs
4000721517149,COMAi J125930.814+275829.49,2010ApJS..191..143H,2010,The HST/ACS Coma Cluster Survey. II. Data Description and Source Catalogs
4000721517832,SSTSL2 J125928.11+275845.6,2006A&A...451.1159A,2006,Deep and wide field imaging of the Coma cluster: the data
4000721518604,[APS2006] J194.869598+27.98305,2006A&A...451.1159A,2006,Deep and wide field imaging of the Coma cluster: the data
4000721518637,WISEA J125922.68+275901.6,2006A&A...451.1159A,2006,Deep and wide field imaging of the Coma cluster: the data
4000721519094,[APS2006] J194.823303+27.98571,2006A&A...451.1159A,2006,Deep and wide field imaging of the Coma cluster: the data
4000721519192,[APS2006] J194.870789+27.98639,2006A&A...451.1159A,2006,Deep and wide field imaging of the Coma cluster: the data
4000721519322,[APS2006] J194.838287+27.98672,2006A&A...451.1159A,2006,Deep and wide field imaging of the Coma cluster: the data
4000721519364,SSTSL2 J125927.76+275915.8,2006A&A...451.1159A,2006,Deep and wide field imaging of the Coma cluster: the data
4000721519496,[APS2006] J194.828888+27.98794,2006A&A...451.1159A,2006,Deep and wide field imaging of the Coma cluster: the data
4000721519959,[APS2006] J194.845734+27.98927,2006A&A...451.1159A,2006,Deep and wide field imaging of the Coma cluster: the data
4000721519967,COMAi J125932.534+275921.84,2010ApJS..191..143H,2010,The HST/ACS Coma Cluster Survey. II. Data Description and Source Catalogs
4000721520921,[APS2006] J194.874207+27.99322,2006A&A...451.1159A,2006,Deep and wide field imaging of the Coma cluster: the data
4000721521406,[APS2006] J194.827866+27.99494,2006A&A...451.1159A,2006,Deep and wide field imaging of the Coma cluster: the data
4000721521498,COMAi J125931.899+275942.88,2010ApJS..191..143H,2010,The HST/ACS Coma Cluster Survey. II. Data Description and Source Catalogs
